init,method,seed,loss,type,optim
1.0,BP,6,0.32508301734924316,g,Momentum
1.0,BP,7,0.509213387966156,b,Momentum
1.0,BP,8,0.3250829875469208,g,Momentum
1.0,BP,9,0.32508301734924316,g,Momentum
1.0,BP,10,0.32508301734924316,g,Momentum
1.0,BP,11,0.32508301734924316,g,Momentum
1.0,BP,12,0.3250829875469208,g,Momentum
1.0,BP,13,0.32508301734924316,g,Momentum
1.0,BP,14,0.32508301734924316,g,Momentum
1.0,BP,15,0.32508301734924316,g,Momentum
1.0,BP,16,0.3250829875469208,g,Momentum
1.0,BP,17,0.3250829875469208,g,Momentum
1.0,BP,18,0.5743134021759033,c+d,Momentum
1.0,BP,19,0.32508301734924316,g,Momentum
1.0,BP,20,0.3250829875469208,g,Momentum
1.0,BP,21,0.32508301734924316,g,Momentum
1.0,BP,22,0.32508301734924316,g,Momentum
1.0,BP,23,0.3250829577445984,g,Momentum
1.0,BP,24,0.32508301734924316,g,Momentum
1.0,BP,25,0.3250829875469208,g,Momentum
1.0,BP,26,0.3250829875469208,g,Momentum
1.0,BP,27,0.32508301734924316,g,Momentum
1.0,BP,28,0.3250829875469208,g,Momentum
1.0,BP,29,0.32508301734924316,g,Momentum
1.0,BP,30,0.32508301734924316,g,Momentum
1.0,BP,31,0.3250829875469208,g,Momentum
1.0,BP,32,0.5092112421989441,b,Momentum
1.0,BP,33,0.3250829577445984,g,Momentum
1.0,BP,34,0.5092118382453918,b,Momentum
1.0,BP,35,0.3250829875469208,g,Momentum
1.0,BP,36,0.32508301734924316,g,Momentum
1.0,BP,37,0.32508301734924316,g,Momentum
1.0,BP,38,0.5092120170593262,b,Momentum
1.0,BP,39,0.3250829875469208,g,Momentum
1.0,BP,40,0.3250829875469208,g,Momentum
1.0,BP,41,0.32508301734924316,g,Momentum
1.0,BP,42,0.5092116594314575,b,Momentum
1.0,BP,43,0.32508301734924316,g,Momentum
1.0,BP,44,0.3250829875469208,g,Momentum
1.0,BP,45,0.32508301734924316,g,Momentum
1.0,BP,46,0.32508301734924316,g,Momentum
1.0,BP,47,0.32508301734924316,g,Momentum
1.0,BP,48,0.3250829577445984,g,Momentum
1.0,BP,49,0.5092110633850098,b,Momentum
1.0,BP,50,0.32508301734924316,g,Momentum
1.0,BP,51,0.3250829875469208,g,Momentum
1.0,BP,52,0.3250829875469208,g,Momentum
1.0,BP,53,0.32508301734924316,g,Momentum
1.0,BP,54,0.32508301734924316,g,Momentum
1.0,BP,55,0.3250829875469208,g,Momentum
1.0,BP,56,0.32508301734924316,g,Momentum
1.0,BP,57,0.3250829875469208,g,Momentum
1.0,BP,58,0.3250829875469208,g,Momentum
1.0,BP,59,0.3250829875469208,g,Momentum
1.0,BP,60,0.3250829875469208,g,Momentum
1.0,BP,61,0.3250829875469208,g,Momentum
1.0,BP,62,0.32508301734924316,g,Momentum
1.0,BP,63,0.3250829875469208,g,Momentum
1.0,BP,64,0.3250829875469208,g,Momentum
1.0,BP,65,0.32508301734924316,g,Momentum
1.0,BP,66,0.32508301734924316,g,Momentum
1.0,BP,67,0.3250829875469208,g,Momentum
1.0,BP,68,0.32508301734924316,g,Momentum
1.0,BP,69,0.3250829577445984,g,Momentum
1.0,BP,70,0.32508301734924316,g,Momentum
1.0,BP,71,0.3250829875469208,g,Momentum
1.0,BP,72,0.3250829875469208,g,Momentum
1.0,BP,73,0.5092118978500366,b,Momentum
1.0,BP,74,0.5092113018035889,b,Momentum
1.0,BP,75,0.32508301734924316,g,Momentum
1.0,BP,76,0.32508301734924316,g,Momentum
1.0,BP,77,0.3250829577445984,g,Momentum
1.0,BP,78,0.32508301734924316,g,Momentum
1.0,BP,79,0.509212851524353,b,Momentum
1.0,BP,80,0.32508301734924316,g,Momentum
1.0,BP,81,0.32508301734924316,g,Momentum
1.0,BP,82,0.509211003780365,b,Momentum
1.0,BP,83,0.32508301734924316,g,Momentum
1.0,BP,84,0.32508301734924316,g,Momentum
1.0,BP,85,0.3250829875469208,g,Momentum
1.0,BP,86,0.32508301734924316,g,Momentum
1.0,BP,87,0.3250829875469208,g,Momentum
1.0,BP,88,0.3250829875469208,g,Momentum
1.0,BP,89,0.3250829875469208,g,Momentum
1.0,BP,90,0.32508301734924316,g,Momentum
1.0,BP,91,0.32508301734924316,g,Momentum
1.0,BP,92,0.32508301734924316,g,Momentum
1.0,BP,93,0.3250829875469208,g,Momentum
1.0,BP,94,0.32508301734924316,g,Momentum
1.0,BP,95,0.3250829875469208,g,Momentum
1.0,BP,96,0.3250829875469208,g,Momentum
1.0,BP,97,0.3250829577445984,g,Momentum
1.0,BP,98,0.5092127323150635,b,Momentum
1.0,BP,99,0.5092120170593262,b,Momentum
3.0,BP,0,0.5744402408599854,c+d,Momentum
3.0,BP,1,0.32508301734924316,g,Momentum
3.0,BP,2,0.32508301734924316,g,Momentum
3.0,BP,3,0.5092129707336426,b,Momentum
3.0,BP,4,0.3250829875469208,g,Momentum
3.0,BP,5,0.3250829875469208,g,Momentum
3.0,BP,6,0.32508301734924316,g,Momentum
3.0,BP,7,0.3250829875469208,g,Momentum
3.0,BP,8,0.32508301734924316,g,Momentum
3.0,BP,9,0.32508301734924316,g,Momentum
3.0,BP,10,0.3250829875469208,g,Momentum
3.0,BP,11,0.32508301734924316,g,Momentum
3.0,BP,12,0.32508301734924316,g,Momentum
3.0,BP,13,0.5092069506645203,b,Momentum
3.0,BP,14,0.32508301734924316,g,Momentum
3.0,BP,15,0.5093030333518982,b,Momentum
3.0,BP,16,0.5092100501060486,b,Momentum
3.0,BP,17,0.5743125677108765,c+d,Momentum
3.0,BP,18,0.5743368268013,c+d,Momentum
3.0,BP,19,0.5092237591743469,b,Momentum
3.0,BP,20,0.32508301734924316,g,Momentum
3.0,BP,21,0.5093019008636475,b,Momentum
3.0,BP,22,0.3250829875469208,g,Momentum
3.0,BP,23,0.3250829875469208,g,Momentum
3.0,BP,24,0.3250829875469208,g,Momentum
3.0,BP,25,0.3250829875469208,g,Momentum
3.0,BP,26,0.5092960596084595,b,Momentum
3.0,BP,27,0.3250829875469208,g,Momentum
3.0,BP,28,0.5092107057571411,b,Momentum
3.0,BP,29,0.32508301734924316,g,Momentum
3.0,BP,30,0.32508301734924316,g,Momentum
3.0,BP,31,0.5090659260749817,b,Momentum
3.0,BP,32,0.509210467338562,b,Momentum
3.0,BP,33,0.32508301734924316,g,Momentum
3.0,BP,34,0.5092111825942993,b,Momentum
3.0,BP,35,0.5092346668243408,b,Momentum
3.0,BP,36,0.32508301734924316,g,Momentum
3.0,BP,37,0.5092092752456665,b,Momentum
3.0,BP,38,0.5092207193374634,b,Momentum
3.0,BP,39,0.32508301734924316,g,Momentum
3.0,BP,40,0.5092108249664307,b,Momentum
3.0,BP,41,0.3250829875469208,g,Momentum
3.0,BP,42,0.5092098712921143,b,Momentum
3.0,BP,43,0.3250829875469208,g,Momentum
3.0,BP,44,0.3250829875469208,g,Momentum
3.0,BP,45,0.32508301734924316,g,Momentum
3.0,BP,46,0.32508301734924316,g,Momentum
3.0,BP,47,0.32508301734924316,g,Momentum
3.0,BP,48,0.32508301734924316,g,Momentum
3.0,BP,49,0.5092094540596008,b,Momentum
3.0,BP,50,0.3250829875469208,g,Momentum
3.0,BP,51,0.5092101097106934,b,Momentum
3.0,BP,52,0.5092141032218933,b,Momentum
3.0,BP,53,0.32508301734924316,g,Momentum
3.0,BP,54,0.509303092956543,b,Momentum
3.0,BP,55,0.32508301734924316,g,Momentum
3.0,BP,56,0.3250829875469208,g,Momentum
3.0,BP,57,0.32508301734924316,g,Momentum
3.0,BP,58,0.3250829875469208,g,Momentum
3.0,BP,59,0.3250829875469208,g,Momentum
3.0,BP,60,0.32508301734924316,g,Momentum
3.0,BP,61,0.3250829875469208,g,Momentum
3.0,BP,62,0.32508301734924316,g,Momentum
3.0,BP,63,0.3250829875469208,g,Momentum
3.0,BP,64,0.509211003780365,b,Momentum
3.0,BP,65,0.5092142820358276,b,Momentum
3.0,BP,66,0.3250829875469208,g,Momentum
3.0,BP,67,0.574406623840332,c+d,Momentum
3.0,BP,68,0.3250829875469208,g,Momentum
3.0,BP,69,0.5092998743057251,b,Momentum
3.0,BP,70,0.5743242502212524,c+d,Momentum
3.0,BP,71,0.3250829875469208,g,Momentum
3.0,BP,72,0.32508301734924316,g,Momentum
3.0,BP,73,0.5092102885246277,b,Momentum
3.0,BP,74,0.5092106461524963,b,Momentum
3.0,BP,75,0.5092114210128784,b,Momentum
3.0,BP,76,0.32508301734924316,g,Momentum
3.0,BP,77,0.32508301734924316,g,Momentum
3.0,BP,78,0.32508301734924316,g,Momentum
3.0,BP,79,0.5092102885246277,b,Momentum
3.0,BP,80,0.3250829875469208,g,Momentum
3.0,BP,81,0.32508301734924316,g,Momentum
3.0,BP,82,0.5092109441757202,b,Momentum
3.0,BP,83,0.5092951059341431,b,Momentum
3.0,BP,84,0.32508301734924316,g,Momentum
3.0,BP,85,0.3250829875469208,g,Momentum
3.0,BP,86,0.5084758400917053,b,Momentum
3.0,BP,87,0.3250829875469208,g,Momentum
3.0,BP,88,0.5092195272445679,b,Momentum
3.0,BP,89,0.32508301734924316,g,Momentum
3.0,BP,90,0.3250829875469208,g,Momentum
3.0,BP,91,0.32508301734924316,g,Momentum
3.0,BP,92,0.32508301734924316,g,Momentum
3.0,BP,93,0.3250829875469208,g,Momentum
3.0,BP,94,0.5092093348503113,b,Momentum
3.0,BP,95,0.3250829875469208,g,Momentum
3.0,BP,96,0.3250829875469208,g,Momentum
3.0,BP,97,0.3250829875469208,g,Momentum
3.0,BP,98,0.5092123746871948,b,Momentum
3.0,BP,99,0.5092097520828247,b,Momentum
0.2,BP,0,0.5741390585899353,c+d,Adam
0.2,BP,1,0.5741438865661621,c+d,Adam
0.2,BP,2,0.5741391181945801,c+d,Adam
0.2,BP,3,0.5741397142410278,c+d,Adam
0.2,BP,4,0.3250844180583954,g,Adam
0.2,BP,5,0.32508301734924316,g,Adam
0.2,BP,6,0.5741390585899353,c+d,Adam
0.2,BP,7,0.32508301734924316,g,Adam
0.2,BP,8,0.32516545057296753,g,Adam
0.2,BP,9,0.5741987228393555,c+d,Adam
0.2,BP,10,0.32508301734924316,g,Adam
0.2,BP,11,0.5741391181945801,c+d,Adam
0.2,BP,12,0.5741391181945801,c+d,Adam
0.2,BP,13,0.5741391181945801,c+d,Adam
0.2,BP,14,0.5741391777992249,c+d,Adam
0.2,BP,15,0.3250829577445984,g,Adam
0.2,BP,16,0.32508301734924316,g,Adam
0.2,BP,17,0.5741391181945801,c+d,Adam
0.2,BP,18,0.5091151595115662,b,Adam
0.2,BP,19,0.5741393566131592,c+d,Adam
0.2,BP,20,0.5741391181945801,c+d,Adam
0.2,BP,21,0.3250829875469208,g,Adam
0.2,BP,22,0.5741395354270935,c+d,Adam
0.2,BP,23,0.5741391181945801,c+d,Adam
0.2,BP,24,0.32508301734924316,g,Adam
0.2,BP,25,0.509117603302002,b,Adam
0.2,BP,26,0.32508301734924316,g,Adam
0.2,BP,27,0.32508301734924316,g,Adam
0.2,BP,28,0.3250850439071655,g,Adam
0.2,BP,29,0.5741433501243591,c+d,Adam
0.2,BP,30,0.32508301734924316,g,Adam
0.2,BP,31,0.32508355379104614,g,Adam
0.2,BP,32,0.3251881003379822,g,Adam
0.2,BP,33,0.5741391181945801,c+d,Adam
0.2,BP,34,0.5741391181945801,c+d,Adam
0.2,BP,35,0.3253433108329773,g,Adam
0.2,BP,36,0.5091151595115662,b,Adam
0.2,BP,37,0.3250829577445984,g,Adam
0.2,BP,38,0.5741391181945801,c+d,Adam
0.2,BP,39,0.32509559392929077,g,Adam
0.2,BP,40,0.32508301734924316,g,Adam
0.2,BP,41,0.32508647441864014,g,Adam
0.2,BP,42,0.5091151595115662,b,Adam
0.2,BP,43,0.32508301734924316,g,Adam
0.2,BP,44,0.5741390585899353,c+d,Adam
0.2,BP,45,0.5741397142410278,c+d,Adam
0.2,BP,46,0.5741391181945801,c+d,Adam
0.2,BP,47,0.5091151595115662,b,Adam
0.2,BP,48,0.5741391777992249,c+d,Adam
0.2,BP,49,0.32508301734924316,g,Adam
0.2,BP,50,0.5741404891014099,c+d,Adam
0.2,BP,51,0.32508301734924316,g,Adam
0.2,BP,52,0.32508301734924316,g,Adam
0.2,BP,53,0.5741390585899353,c+d,Adam
0.2,BP,54,0.32508301734924316,g,Adam
0.2,BP,55,0.32508301734924316,g,Adam
0.2,BP,56,0.5741391181945801,c+d,Adam
0.2,BP,57,0.32508301734924316,g,Adam
0.2,BP,58,0.32508301734924316,g,Adam
0.2,BP,59,0.5741391181945801,c+d,Adam
0.2,BP,60,0.32508301734924316,g,Adam
0.2,BP,61,0.5091151595115662,b,Adam
0.2,BP,62,0.5742216110229492,c+d,Adam
0.2,BP,63,0.5741391181945801,c+d,Adam
0.2,BP,64,0.3250829875469208,g,Adam
0.2,BP,65,0.32508301734924316,g,Adam
0.2,BP,66,0.5741390585899353,c+d,Adam
0.2,BP,67,0.5741391181945801,c+d,Adam
0.2,BP,68,0.5741391181945801,c+d,Adam
0.2,BP,69,0.5741392970085144,c+d,Adam
0.2,BP,70,0.5741391777992249,c+d,Adam
0.2,BP,71,0.5741391181945801,c+d,Adam
0.2,BP,72,0.5742419958114624,c+d,Adam
0.2,BP,73,0.32508301734924316,g,Adam
0.2,BP,74,0.32508301734924316,g,Adam
0.2,BP,75,0.32508301734924316,g,Adam
0.2,BP,76,0.5741390585899353,c+d,Adam
0.2,BP,77,0.5741391777992249,c+d,Adam
0.2,BP,78,0.5091151595115662,b,Adam
0.2,BP,79,0.5741798877716064,c+d,Adam
0.2,BP,80,0.5741391181945801,c+d,Adam
0.2,BP,81,0.5741391181945801,c+d,Adam
0.2,BP,82,0.5741631388664246,c+d,Adam
0.2,BP,83,0.32508301734924316,g,Adam
0.2,BP,84,0.5091151595115662,b,Adam
0.2,BP,85,0.574140191078186,c+d,Adam
0.2,BP,86,0.32508301734924316,g,Adam
0.2,BP,87,0.32508301734924316,g,Adam
0.2,BP,88,0.32508301734924316,g,Adam
0.2,BP,89,0.5741391181945801,c+d,Adam
0.2,BP,90,0.5741901397705078,c+d,Adam
0.2,BP,91,0.5091331005096436,b,Adam
0.2,BP,92,0.3250829875469208,g,Adam
0.2,BP,93,0.5091238021850586,b,Adam
0.2,BP,94,0.5741391181945801,c+d,Adam
0.2,BP,95,0.5741392970085144,c+d,Adam
0.2,BP,96,0.3250831961631775,g,Adam
0.2,BP,97,0.5741390585899353,c+d,Adam
0.2,BP,98,0.32508301734924316,g,Adam
0.2,BP,99,0.5741390585899353,c+d,Adam
0.5,BP,0,0.5741391181945801,c+d,Adam
0.5,BP,1,0.5091150999069214,b,Adam
0.5,BP,2,0.3250829875469208,g,Adam
0.5,BP,3,0.32508301734924316,g,Adam
0.5,BP,4,0.32508301734924316,g,Adam
0.5,BP,5,0.32508301734924316,g,Adam
0.5,BP,6,0.32508301734924316,g,Adam
0.5,BP,7,0.3250829875469208,g,Adam
0.5,BP,8,0.3250839114189148,g,Adam
0.5,BP,9,0.5091151595115662,b,Adam
0.5,BP,10,0.5091152191162109,b,Adam
0.5,BP,11,0.32508301734924316,g,Adam
0.5,BP,12,0.5091151595115662,b,Adam
0.5,BP,13,0.5741391181945801,c+d,Adam
0.5,BP,14,0.32508301734924316,g,Adam
0.5,BP,15,0.32508301734924316,g,Adam
0.5,BP,16,0.32512521743774414,g,Adam
0.5,BP,17,0.5741391181945801,c+d,Adam
0.5,BP,18,0.32508301734924316,g,Adam
0.5,BP,19,0.32508301734924316,g,Adam
0.5,BP,20,0.325107216835022,g,Adam
0.5,BP,21,0.32508301734924316,g,Adam
0.5,BP,22,0.5741390585899353,c+d,Adam
0.5,BP,23,0.5741435289382935,c+d,Adam
0.5,BP,24,0.32508301734924316,g,Adam
0.5,BP,25,0.325083464384079,g,Adam
0.5,BP,26,0.32508301734924316,g,Adam
0.5,BP,27,0.32508301734924316,g,Adam
0.5,BP,28,0.5741390585899353,c+d,Adam
0.5,BP,29,0.5741391181945801,c+d,Adam
0.5,BP,30,0.5741390585899353,c+d,Adam
0.5,BP,31,0.3250829875469208,g,Adam
0.5,BP,32,0.32508301734924316,g,Adam
0.5,BP,33,0.32508301734924316,g,Adam
0.5,BP,34,0.5741390585899353,c+d,Adam
0.5,BP,35,0.32508423924446106,g,Adam
0.5,BP,36,0.32508301734924316,g,Adam
0.5,BP,37,0.32508301734924316,g,Adam
0.5,BP,38,0.5741391181945801,c+d,Adam
0.5,BP,39,0.32508373260498047,g,Adam
0.5,BP,40,0.5091150999069214,b,Adam
0.5,BP,41,0.5091151595115662,b,Adam
0.5,BP,42,0.5091151595115662,b,Adam
0.5,BP,43,0.5741504430770874,c+d,Adam
0.5,BP,44,0.32508301734924316,g,Adam
0.5,BP,45,0.5741392374038696,c+d,Adam
0.5,BP,46,0.5741391181945801,c+d,Adam
0.5,BP,47,0.32508301734924316,g,Adam
0.5,BP,48,0.5091151595115662,b,Adam
0.5,BP,49,0.5091163516044617,b,Adam
0.5,BP,50,0.32508373260498047,g,Adam
0.5,BP,51,0.3250829875469208,g,Adam
0.5,BP,52,0.3251287639141083,g,Adam
0.5,BP,53,0.3250831365585327,g,Adam
0.5,BP,54,0.32508301734924316,g,Adam
0.5,BP,55,0.32508426904678345,g,Adam
0.5,BP,56,0.32508301734924316,g,Adam
0.5,BP,57,0.32508301734924316,g,Adam
0.5,BP,58,0.32508301734924316,g,Adam
0.5,BP,59,0.5091151595115662,b,Adam
0.5,BP,60,0.32508301734924316,g,Adam
0.5,BP,61,0.5091151595115662,b,Adam
0.5,BP,62,0.5741390585899353,c+d,Adam
0.5,BP,63,0.5741391181945801,c+d,Adam
0.5,BP,64,0.32508301734924316,g,Adam
0.5,BP,65,0.32508301734924316,g,Adam
0.5,BP,66,0.32508301734924316,g,Adam
0.5,BP,67,0.32508301734924316,g,Adam
0.5,BP,68,0.5741391181945801,c+d,Adam
0.5,BP,69,0.5741391181945801,c+d,Adam
0.5,BP,70,0.3250829875469208,g,Adam
0.5,BP,71,0.5091150999069214,b,Adam
0.5,BP,72,0.5741391181945801,c+d,Adam
0.5,BP,73,0.5741391181945801,c+d,Adam
0.5,BP,74,0.5091151595115662,b,Adam
0.5,BP,75,0.32508301734924316,g,Adam
0.5,BP,76,0.5741390585899353,c+d,Adam
0.5,BP,77,0.5741391181945801,c+d,Adam
0.5,BP,78,0.5091151595115662,b,Adam
0.5,BP,79,0.32508301734924316,g,Adam
0.5,BP,80,0.5091150999069214,b,Adam
0.5,BP,81,0.32508301734924316,g,Adam
0.5,BP,82,0.3250829875469208,g,Adam
0.5,BP,83,0.32508301734924316,g,Adam
0.5,BP,84,0.5091151595115662,b,Adam
0.5,BP,85,0.5091151595115662,b,Adam
0.5,BP,86,0.3250829875469208,g,Adam
0.5,BP,87,0.5091187357902527,b,Adam
0.5,BP,88,0.3250831961631775,g,Adam
0.5,BP,89,0.5741396546363831,c+d,Adam
0.5,BP,90,0.32508301734924316,g,Adam
0.5,BP,91,0.32508301734924316,g,Adam
0.5,BP,92,0.5091150999069214,b,Adam
0.5,BP,93,0.5741393566131592,c+d,Adam
0.5,BP,94,0.3250829875469208,g,Adam
0.5,BP,95,0.5091151595115662,b,Adam
0.5,BP,96,0.3251032531261444,g,Adam
0.5,BP,97,0.5741395354270935,c+d,Adam
0.5,BP,98,0.5091150999069214,b,Adam
0.5,BP,99,0.5741391181945801,c+d,Adam
1.0,BP,0,0.325086772441864,g,Adam
1.0,BP,1,0.5091150999069214,b,Adam
1.0,BP,2,0.32508301734924316,g,Adam
1.0,BP,3,0.32508301734924316,g,Adam
1.0,BP,4,0.32508301734924316,g,Adam
1.0,BP,5,0.5091151595115662,b,Adam
1.0,BP,6,0.32508689165115356,g,Adam
1.0,BP,7,0.5091151595115662,b,Adam
1.0,BP,8,0.32508301734924316,g,Adam
1.0,BP,9,0.32508301734924316,g,Adam
1.0,BP,10,0.32508301734924316,g,Adam
1.0,BP,11,0.32508301734924316,g,Adam
1.0,BP,12,0.32508301734924316,g,Adam
1.0,BP,13,0.5091151595115662,b,Adam
1.0,BP,14,0.32508301734924316,g,Adam
1.0,BP,15,0.3250845670700073,g,Adam
1.0,BP,16,0.32508301734924316,g,Adam
1.0,BP,17,0.32508301734924316,g,Adam
1.0,BP,18,0.5741390585899353,c+d,Adam
1.0,BP,19,0.32508301734924316,g,Adam
1.0,BP,20,0.5091150999069214,b,Adam
1.0,BP,21,0.3250829875469208,g,Adam
1.0,BP,22,0.32508301734924316,g,Adam
1.0,BP,23,0.32508355379104614,g,Adam
1.0,BP,24,0.32508301734924316,g,Adam
1.0,BP,25,0.3250948190689087,g,Adam
1.0,BP,26,0.32508301734924316,g,Adam
1.0,BP,27,0.32508301734924316,g,Adam
1.0,BP,28,0.5091297626495361,b,Adam
1.0,BP,29,0.32508301734924316,g,Adam
1.0,BP,30,0.32508301734924316,g,Adam
1.0,BP,31,0.32508301734924316,g,Adam
1.0,BP,32,0.5091151595115662,b,Adam
1.0,BP,33,0.32508301734924316,g,Adam
1.0,BP,34,0.32508301734924316,g,Adam
1.0,BP,35,0.32508301734924316,g,Adam
1.0,BP,36,0.32508301734924316,g,Adam
1.0,BP,37,0.5091151595115662,b,Adam
1.0,BP,38,0.5091151595115662,b,Adam
1.0,BP,39,0.3250829875469208,g,Adam
1.0,BP,40,0.5091150999069214,b,Adam
1.0,BP,41,0.32508301734924316,g,Adam
1.0,BP,42,0.509345293045044,b,Adam
1.0,BP,43,0.5741390585899353,c+d,Adam
1.0,BP,44,0.32508301734924316,g,Adam
1.0,BP,45,0.5741391181945801,c+d,Adam
1.0,BP,46,0.32508301734924316,g,Adam
1.0,BP,47,0.5091150999069214,b,Adam
1.0,BP,48,0.5091279745101929,b,Adam
1.0,BP,49,0.5091151595115662,b,Adam
1.0,BP,50,0.32508301734924316,g,Adam
1.0,BP,51,0.3250829875469208,g,Adam
1.0,BP,52,0.5091244578361511,b,Adam
1.0,BP,53,0.32508301734924316,g,Adam
1.0,BP,54,0.32508301734924316,g,Adam
1.0,BP,55,0.32508301734924316,g,Adam
1.0,BP,56,0.32508301734924316,g,Adam
1.0,BP,57,0.32508301734924316,g,Adam
1.0,BP,58,0.32508301734924316,g,Adam
1.0,BP,59,0.32508301734924316,g,Adam
1.0,BP,60,0.5091150999069214,b,Adam
1.0,BP,61,0.3250829875469208,g,Adam
1.0,BP,62,0.32508301734924316,g,Adam
1.0,BP,63,0.32508301734924316,g,Adam
1.0,BP,64,0.5091151595115662,b,Adam
1.0,BP,65,0.32508301734924316,g,Adam
1.0,BP,66,0.32508301734924316,g,Adam
1.0,BP,67,0.5091151595115662,b,Adam
1.0,BP,68,0.32508301734924316,g,Adam
1.0,BP,69,0.32508301734924316,g,Adam
1.0,BP,70,0.32509559392929077,g,Adam
1.0,BP,71,0.5741969347000122,c+d,Adam
1.0,BP,72,0.32508301734924316,g,Adam
1.0,BP,73,0.5741390585899353,c+d,Adam
1.0,BP,74,0.5091152191162109,b,Adam
1.0,BP,75,0.32508301734924316,g,Adam
